vsw_id,profile_HIGH_values,scenario_id,theme_id,scenario_brief,A0_text,A1_text,condition,modifier_text,pressured_values,llm_decision,llm_confidence,llm_driving_values,llm_reasoning,dp_score_A0,dp_score_A1,dp_decision,llm_dp_agree,llm_changed_from_baseline,dp_changed_from_baseline,llm_change_explanation,axis,profile_strength
VSW_0000,ALL-LOW,SC004_2,TH004,A community group is organizing a festival. You can volunteer to help with the e…,volunteer for the festival event,assist with routine maintenance tasks,BASELINE,,,A1,high,Self-Direction; Stimulation; Hedonism; Achievement; Power; Security; Conformity; Tradition; Benevolence; Universalism,"With all values low, the person prefers the less engaging, routine maintenance tasks over the enjoyable festival volunteering.",0.0,0.0,TIE,NO,,,,BASELINE,0
VSW_0000,ALL-LOW,SC004_2,TH004,A community group is organizing a festival. You can volunteer to help with the e…,volunteer for the festival event,assist with routine maintenance tasks,MOD_SC004_2_01,You are recovering from a recent illness and want to avoid too much activity.,Hedonism,A1,high,Security; Conformity,"Given the low value on stimulation and the need to avoid too much activity while recovering, assisting with routine maintenance aligns better with a low-activity role despite low security and conformity values.",0.5,0.0,A0,NO,NO,YES,,self_preservation,0
VSW_0000,ALL-LOW,SC004_2,TH004,A community group is organizing a festival. You can volunteer to help with the e…,volunteer for the festival event,assist with routine maintenance tasks,MOD_SC004_2_02,There are not enough volunteers for either role.,Stimulation + Conformity,A1,medium,Security; Conformity,"Despite low values overall, assisting with routine maintenance aligns more with stability and order than the engaging festival role, fitting a preference for less stimulation and risk.",0.5,0.5,TIE,NO,NO,NO,,resource_scarcity,0
VSW_0000,ALL-LOW,SC004_2,TH004,A community group is organizing a festival. You can volunteer to help with the e…,volunteer for the festival event,assist with routine maintenance tasks,MOD_SC004_2_03,The group will publicly thank volunteers for both roles.,Conformity + Tradition,A1,high,Self-Direction; Stimulation; Hedonism; Achievement; Power; Security; Conformity; Tradition; Benevolence; Universalism,"Given the person's low values across all dimensions, they would likely avoid the engaging festival role and choose the less stimulating routine maintenance tasks.",0.0,1.0,A1,YES,NO,YES,,social_visibility,0
VSW_0000,ALL-LOW,SC004_2,TH004,A community group is organizing a festival. You can volunteer to help with the e…,volunteer for the festival event,assist with routine maintenance tasks,MOD_SC004_2_04,Some volunteers are new to the group.,Universalism + Tradition,A1,medium,Security; Conformity,"Despite low value on security and conformity, assisting with routine maintenance aligns better with a low desire for stimulation and hedonism by choosing a predictable, less engaging task.",0.0,0.5,A1,YES,NO,YES,,in_out_group,0
VSW_0000,ALL-LOW,SC004_2,TH004,A community group is organizing a festival. You can volunteer to help with the e…,volunteer for the festival event,assist with routine maintenance tasks,MOD_SC004_2_05,Both roles require a commitment at the same time.,Achievement + Security,A1,high,Self-Direction; Stimulation; Hedonism; Achievement; Power; Security; Conformity; Tradition; Benevolence; Universalism,"Given the person's low valuation of all listed values, they would likely choose the less engaging, routine maintenance tasks over the more enjoyable festival volunteering, reflecting their lack of interest in stimulation or achievement.",0.0,0.0,TIE,NO,NO,NO,,time_pressure,0
VSW_0000,ALL-LOW,SC004_2,TH004,A community group is organizing a festival. You can volunteer to help with the e…,volunteer for the festival event,assist with routine maintenance tasks,MOD_SC004_2_06,Other members can cover your role if you are unavailable.,Benevolence,A1,high,Self-Direction; Stimulation; Hedonism; Achievement; Power; Security; Conformity; Tradition; Benevolence; Universalism,"With all values low and others able to cover the role, the person would choose the less engaging routine maintenance tasks to minimize involvement and responsibility.",0.0,0.0,TIE,NO,NO,NO,,diffused_responsibility,0
VSW_0000,ALL-LOW,SC004_2,TH004,A community group is organizing a festival. You can volunteer to help with the e…,volunteer for the festival event,assist with routine maintenance tasks,MOD_SC004_2_07,You have not volunteered for either role before and are unsure which is a better fit.,Self-Direction + Hedonism,A1,medium,Self-Direction; Stimulation; Hedonism; Achievement; Power; Security; Conformity; Tradition; Benevolence; Universalism,"Given the person's low values across all dimensions and uncertainty about the roles, they would likely choose the less engaging, routine maintenance tasks as they do not seek enjoyment, achievement, or social conformity.",0.5,0.0,A0,NO,NO,YES,,competence_uncertainty,0
VSW_0000,ALL-LOW,SC004_2,TH004,A community group is organizing a festival. You can volunteer to help with the e…,volunteer for the festival event,assist with routine maintenance tasks,MOD_SC004_2_08,The group leader has suggested prioritizing the maintenance tasks.,Tradition + Conformity,A1,medium,Security; Conformity,"Despite low value priorities, the situational context and group leader's suggestion to prioritize maintenance tasks aligns more with conformity and security, leading to choosing routine maintenance.",0.0,1.0,A1,YES,NO,YES,,authority_signal,0
VSW_0000,ALL-LOW,SC005_1,TH005,"A long-serving leader of a nonprofit is retiring, and the board must choose betw…",promote the internal candidate,hire the external candidate,BASELINE,,,A1,high,Self-Direction; Stimulation; Achievement,"Given the person's low value on tradition and conformity, they would prefer the external candidate's ambitious innovation over maintaining established practices.",0.0,0.0,TIE,NO,,,,BASELINE,0
VSW_0000,ALL-LOW,SC005_1,TH005,"A long-serving leader of a nonprofit is retiring, and the board must choose betw…",promote the internal candidate,hire the external candidate,MOD_SC005_1_01,Some board members are concerned about the risks of changing leadership styles.,Security,A1,high,,"With all values low and no priority on tradition or security, the person is indifferent to established practices and thus would choose the external candidate for change despite risks.",0.5,0.0,A0,NO,NO,YES,,self_preservation,0
VSW_0000,ALL-LOW,SC005_1,TH005,"A long-serving leader of a nonprofit is retiring, and the board must choose betw…",promote the internal candidate,hire the external candidate,MOD_SC005_1_02,The organization has limited resources to support a transition.,Power + Achievement,A1,medium,Self-Direction; Stimulation; Achievement,"Despite low value priorities, the limited resources and need for change suggest hiring an external candidate with ambitious innovation to potentially improve the organization.",0.0,1.0,A1,YES,NO,YES,,resource_scarcity,0
VSW_0000,ALL-LOW,SC005_1,TH005,"A long-serving leader of a nonprofit is retiring, and the board must choose betw…",promote the internal candidate,hire the external candidate,MOD_SC005_1_03,The leadership decision will be announced to all stakeholders.,Conformity + Power,A1,high,Self-Direction; Stimulation; Achievement,"Despite low values across all areas, the choice of an external candidate with ambitious innovation aligns better with a preference for change over maintaining established practices, given the lack of emphasis on tradition or conformity.",0.0,0.5,A1,YES,NO,YES,,social_visibility,0
VSW_0000,ALL-LOW,SC005_1,TH005,"A long-serving leader of a nonprofit is retiring, and the board must choose betw…",promote the internal candidate,hire the external candidate,MOD_SC005_1_04,The candidates have different backgrounds and support from different groups.,Tradition + Universalism,A0,medium,Self-Direction; Stimulation; Achievement,"Given the person's low value on self-direction, stimulation, and achievement, they would prefer the familiar internal candidate who maintains established practices over an ambitious innovator.",0.5,0.0,A0,YES,YES,YES,"[A1→A0] Pressured: Tradition, Universalism | LLM reason: Given the person's low value on self-direction, stimulation, and achievement, they would prefer the familiar internal candidate who maintains established practices over an ambitious innovator.",in_out_group,0
